subID,gems,bomb,igbias,wGems,it,lr,sticky
32131718,88,83,2.16666666666667,0.995434817953006,0.882604000103374,0.80641753112772,1.4056706723327
32616535,117,94,-0.333333333333333,0.829852212654621,3.4353122426864,0.466227193680447,2.62056204863745
33087855,95,104,0,0.50729702726662,8.84573206733988,0.943928569025706,-0.763913635384485
33326280,94,90,-0.333333333333333,0.7414242522751,6.88454089550075,0.92635451516369,1.33565840168008
35200055,89,89,0.666666666666667,0.646046559599863,4.27997004842491,0.677197380845562,0.898263025049982
35394573,96,113,4.5,0.705381160019312,8.57721678095076,0.583603255244148,2.26984516862045
36350369,101,113,1.5,0.612132060249267,9.79922920203832,0.664406806975882,1.32962648534245
36961399,90,90,2,0.924348647321202,2.68855117796691,0.795207003040162,0.319129768977296
37054015,113,105,2,0.722378854455312,8.16367870905836,0.455822604485685,0.166402144178586
38664945,92,98,0,0.954804028106754,4.10429580374168,0.0578375621093752,-1.03088085220831
39440617,86,75,0,0.998071948392689,2.46783288378367,0.89468451648125,1.317982002157
39982698,88,98,6,0.732096432415673,5.60974272935119,0.588728658042513,1.7356355813075
41097897,113,93,3,0.843341151392914,12.4422039069735,0.651822184237073,1.62789356677294
41819165,110,99,6,0.810387474325722,5.34992147740579,0.612926729713638,1.50173557557058
43242454,97,88,0.666666666666667,0.628017931069992,10.198704006913,0.618441981751001,1.15778382482887
43770402,97,121,-0.333333333333333,0.538321110542535,6.40456358417229,0.609718900208792,0.626975839939679
43928857,89,102,3.66666666666667,0.961884866877038,6.79924996410389,0.534623133031147,2.40906588409315
45575473,93,83,-0.333333333333333,0.0428249262079944,5.73832637801768,0.0104357713456055,0.526241384793013
46982625,105,103,6,0.451408128346333,11.0547002048244,0.378684935850897,1.46282121948328
47924691,94,103,4.83333333333333,0.995333249900277,3.50062941947422,0.840923970572457,1.28414380276683
48249378,119,96,3,0.520854482022159,10.5012470337681,0.432471043524103,1.26103263390359
48346240,80,106,3.66666666666667,0.921027708256936,2.80307378791912,0.329264009140645,1.5285913923871
48520972,106,93,1.83333333333333,0.524869794904444,3.0146207602025,0.981138953758283,0.797962953213925
49813984,93,107,-1,0.505272171840871,3.08549248872283,0.64263365022191,1.86071745154609
50093480,112,98,0.833333333333333,0.937499686797422,7.90078288044894,0.0131293094611949,0.348605594303468
52159072,95,72,-1,0.996695095781407,5.587714234077,0.360940144456357,1.42802798221081
52457594,104,112,2.83333333333333,0.703926106803253,8.3388419261657,0.635706594693983,1.7025003427986
52855302,87,103,3,0.574842328227005,5.00664327151699,0.977297287878858,0.178911606159535
52961778,94,97,6,0.860909355643981,6.09448995134702,0.49120322538364,2.16814633997492
53782710,91,101,1.66666666666667,0.593281306216272,6.71012524006199,0.599067129569655,1.11376982812515
54071817,86,76,0.333333333333333,0.360747088231232,0.688341969302223,0.857776355275402,-0.296192578001128
54557956,121,97,0.666666666666667,0.457949705579063,5.94270742193184,0.601449897934285,2.03014699379184
54879241,111,101,1,0.623624067114835,8.88930793663439,0.610391943848929,1.29871117669139
55245262,112,111,3.66666666666667,0.654097464541421,8.98692506399221,0.775763135410142,0.583527654292081
55865667,94,87,1,0.752097531314246,4.63442511280934,0.516071751855878,-0.0206072091501296
56263155,119,96,-0.5,0.521298794855587,25.7168826760253,0.770936143979407,0.887615425845129
56719802,103,78,2,0.556106078043626,5.84618549369577,0.619534324340275,-0.114415291349381
56994987,110,95,0.5,0.606450198967588,7.73045032180375,0.446832041022433,1.23696993747145
57379836,86,82,-4.83333333333333,0.760903254152442,7.23434785946392,0.852993148089992,1.35552529517261
57719913,103,88,6,0.766558742293947,3.81068260013673,0.821259334489841,0.517339276487496
58079567,90,97,-0.5,0.509569710539885,11.1477700954739,0.756111840579296,1.77416092518859
58905857,88,78,0,0.731250633603362,5.4165925005951,0.437821658717214,1.65704396902919
59157947,95,106,0,0.636659499799722,13.2115229668807,0.756521497898366,1.06303074108741
59619479,97,92,-0.5,0.629307944430916,5.16379636331584,0.699924843260204,-0.0210162720051175
59817727,106,96,0.666666666666667,0.628566904989039,4.19164168365811,0.690683976626359,2.14329039774468
60757070,73,110,1.33333333333333,0.756779571904373,4.62308753973611,0.539846872954121,1.52893484244427
60829836,95,87,-0.333333333333333,0.676545874751315,6.24298386466465,0.880510808368434,1.40785959059762
62566938,104,90,3,0.889430800079671,4.31763903979282,0.797181448618736,1.14413135653512
65440654,105,104,3.83333333333333,0.410765877788783,9.91704212457793,0.777055653123367,1.41759479050251
65565831,107,89,1,0.594348391827142,5.56762262789954,0.840036359628056,0.52623528326259
65623136,76,108,-3,0.988793275234428,30.720415052562,0.0152987514130062,1.58976775548263
66093427,82,109,-0.333333333333333,0.580009758920829,5.96335738835805,0.71615138027017,0.253284182293488
66644869,108,73,5.5,0.997464092048692,1.63392039683325,0.529023567311035,-0.331106338074904
66840724,91,97,2.33333333333333,0.553818591063285,11.8025537960045,0.894374068224673,-0.18711971229662
67079722,110,68,3,0.99736868284266,3.00554765079372,0.72505605165171,2.39960283195548
67488212,95,98,6,0.533768783666477,16.7877482714649,0.670997291621718,2.03224176871681
67524626,99,97,6,0.507950209672466,9.03057748336063,0.562427533453208,0.90849882770237
67564324,92,99,2.5,0.903688612403872,6.47720546292199,0.891459260022173,1.35830366976949
68043195,99,121,6,0.584210294579204,13.4262198058145,0.885171144608514,0.632716310738803
68171804,106,102,6,0.574121760598042,6.62370651524779,0.527024850951786,1.2004916207403
69907245,97,87,6,0.621510488238544,10.381493415796,0.393145226819366,0.845882900756926
70862758,74,87,2.5,0.422288756184073,11.9326588789104,0.0332770406498835,0.747002061607321
72833635,104,84,2,0.461626108240492,11.247465423231,0.927490480743879,-1.01659444007433
72985227,82,101,3.83333333333333,0.998061632368935,6.03630300758293,0.565309979904719,0.128016312374396
73916517,108,100,-1.66666666666667,0.312708681046025,6.25473982450857,0.663639466878959,2.95939041427299
73987360,103,94,5.33333333333333,0.546330257127883,8.40273780458982,0.556154729610591,1.70313100782981
74600755,90,92,3.66666666666667,0.747723627255063,9.70513760234216,0.595538108684547,0.114652279935827
74874433,97,96,0,0.702005047706578,6.65541908044902,0.918189919631684,-0.523369928020282
74938959,85,84,0.5,0.520328451599566,6.80972387799128,0.966768018813118,-0.293080808734105
77060738,85,72,0.166666666666667,0.512351359015862,3.42480588165879,0.473067248079604,2.13827585798674
77322251,107,100,3,0.960426204377672,8.52210816080983,0.453059820621764,2.52961770268094
77456133,102,90,6,0.997998579127084,9.92434319069266,0.76099468564289,1.2932366032767
77681590,110,103,4,0.58789281257405,10.3503935437349,0.418362098202313,1.17149110905213
77874300,99,79,0,0.99654833608483,1.6708919988863,0.987086074461688,-0.388677604951067
78681007,90,108,0,0.60079747660731,8.13670649266457,0.674451843052291,1.44770261457956
79284577,95,76,2.5,0.998409868768331,4.50514342007142,0.587579449981876,-0.223147788230936
79868918,97,88,3,0.909286790099742,2.16757577789029,0.733577721994539,-0.113714981190534
80777967,96,95,-0.333333333333333,0.51289292197054,8.56328511513694,0.688391390173861,0.4378639997118
80853411,96,90,4.5,0.558707748455865,17.1017095919692,0.60905144861213,0.626698979650641
81226427,96,109,0.333333333333333,0.579622602178754,8.45541179438982,0.617986651229255,1.39187654574001
81917371,103,88,1.5,0.979047502583588,1.24283062000855,0.987342766268554,0.861160610007331
82299331,96,81,0.333333333333333,0.7917198597136,1.92239612027991,0.329633272628118,2.47893030815712
82946011,99,96,1.33333333333333,0.603236251583578,6.02366926404416,0.357002863969398,2.36190525581791
83786513,98,105,6,0.535043236271167,9.5622445286236,0.715598528628089,0.412391779867269
83859156,106,83,0,0.960499365120369,3.81629480993742,0.269716685064024,0.558751308031266
83971466,99,88,3.5,0.991251574110368,4.36075502025607,0.582540923629184,2.22603798345767
84423492,104,108,0.333333333333333,0.607099983179733,9.05695054248219,0.588798562433534,1.56799895513326
84601922,107,88,4.83333333333333,0.542044803578792,11.1935487778017,0.519092392988559,1.385205350814
84650815,69,97,4.66666666666667,0.627995198336864,5.87399846889397,0.157904541185616,3.32090712662138
84853379,106,90,6,0.617398453911717,10.7846732990817,0.975505504021458,-1.75056466861146
85371507,105,67,1.66666666666667,0.997103462705914,3.21421978023548,0.473084555625873,2.61009912875293
86041354,104,72,1.16666666666667,0.683658689540961,5.75695435098653,0.542791352033444,1.50193355779513
86264943,86,80,2.5,0.997346284726196,3.95165463199543,0.68360780967521,0.604221173493054
86840870,113,105,4.33333333333333,0.389754651840314,16.5914010137199,0.538656001933382,1.77093884617867
87871909,97,95,-1.16666666666667,0.414615307739426,9.3783282901751,0.00961192509474067,0.538949395028128
90459454,90,100,3.66666666666667,0.644770257969827,9.98355075405929,0.695993104886877,1.53918158282586
90660643,95,100,6,0.604710697592526,6.12466426024938,0.756369980694311,0.911777988584411
90692521,112,93,0,0.791327702104835,4.3631888629603,0.648212938880378,1.4243019323496
92143096,80,98,1.5,0.552255382456714,2.32789947226466,0.773811629159641,1.47250071990511
92649696,93,119,-1.5,0.528666672079791,9.43175904952984,0.63949087187512,1.46342037215029
93142173,117,93,0,0.890540463898305,6.17861734312046,0.907433251587995,2.12298224826435
93406304,84,89,0,0.499590978967137,3.82433031984927,0.958172764013422,1.18705459316789
94039299,104,74,-1,0.781673390764557,6.32332539646883,0.646338553279053,2.28360167455312
94289434,98,108,0.333333333333333,0.956878093447333,5.91737770341971,0.517056169887028,2.5624300467014
94747946,94,98,2.66666666666667,0.574106840191332,8.77682835103557,0.921462650290415,-0.254905454938216
94814931,107,81,-0.5,0.284163141562604,9.79561943386029,0.0216100501487664,0.69521398129098
95498251,93,91,6,0.516883646134533,1.96678981786147,0.771968524193321,0.231529034513056
97016525,98,89,3.5,0.741128853129629,6.50937654242574,0.944331207762359,2.31400222406788
97119922,92,83,4,0.295713274828515,2.72676665852946,0.741948145780781,0.934860413441914
97503104,87,106,0.833333333333333,0.646471157782179,10.1054321433641,0.828863862770231,1.14523770891756
97862196,84,110,4,0.643322810349962,15.5408056367834,0.493031210573953,2.36713049948658
97909972,104,92,1.33333333333333,0.617789406011699,13.088640498615,0.642769813708804,1.29671609211246
98494855,89,113,5.5,0.692679314898582,11.5791420285945,0.7348817182678,-0.395511219310435
99329280,119,112,4.33333333333333,0.570529619017241,7.65895714361614,0.627942491732701,0.951966586201566
