subID,gems,bomb,pGems,chose80,chose60,chose40,chose20,it,lr,sticky
75320256,55,50,0.513888888888889,0.269444444444444,0.244444444444444,0.272222222222222,0.213888888888889,9.99073593548831,0.766739183087795,1.4529003319195
76110706,51,66,0.484444444444444,0.247222222222222,0.255555555555556,0.169444444444444,0.327777777777778,14.3569949782136,0.542087044731982,2.08923996433695
76980482,52,47,0.456111111111111,0.166666666666667,0.222222222222222,0.336111111111111,0.275,1.94048525616163,0.84460129214537,1.13189357931703
77071692,43,54,0.440555555555556,0.0944444444444444,0.333333333333333,0.252777777777778,0.319444444444444,8.00448688382179,0.200013506804714,1.70530552004262
77920439,47,54,0.52,0.166666666666667,0.427777777777778,0.244444444444444,0.161111111111111,5.8243595243749,0.394699172863334,1.55863596037021
78810878,41,48,0.476666666666667,0.213888888888889,0.227777777777778,0.286111111111111,0.272222222222222,5.48135093394669,0.467318077910256,1.68878786522486
79127471,48,44,0.502777777777778,0.233333333333333,0.297222222222222,0.219444444444444,0.25,4.55488070322397,0.672871056996667,1.25140263727022
80191829,59,35,0.603888888888889,0.402777777777778,0.322222222222222,0.166666666666667,0.108333333333333,5.0732885832623,0.00587630585093091,2.08447366410909
80314144,46,47,0.512777777777778,0.227777777777778,0.325,0.230555555555556,0.216666666666667,7.81177815256807,0.755768774898113,1.10785123400608
80554673,50,49,0.396111111111111,0.0944444444444444,0.169444444444444,0.358333333333333,0.377777777777778,5.95660004622845,0.00505811252601131,0.468711342519441
81282471,43,44,0.467222222222222,0.227777777777778,0.233333333333333,0.186111111111111,0.352777777777778,32.1593642960855,0.794933473623333,-1.71574055694146
83679801,58,51,0.527777777777778,0.322222222222222,0.258333333333333,0.155555555555556,0.263888888888889,5.05123602079989,0.710336829085577,2.52508504791854
84480786,68,42,0.543888888888889,0.302777777777778,0.305555555555556,0.2,0.191666666666667,8.24137725070562,0.61998720785262,1.35504613243816
85658262,52,63,0.489444444444444,0.219444444444444,0.244444444444444,0.3,0.236111111111111,4.77676292591842,0.652773218820906,0.549192965876906
87474678,45,45,0.598888888888889,0.372222222222222,0.311111111111111,0.255555555555556,0.0611111111111111,9.14797871464473,0.00800838123351432,0.858321597930888
