subID,gems,bomb,igbias,pGems,chose80,chose60,chose40,chose20,it,lr_pos,lr_neg,sticky,rt_mean,rt_tot
74777776,98,114,1,0.480555555555556,0.247222222222222,0.208333333333333,0.244444444444444,0.3,2.01071519044718,0.147746803127623,0.0992751955495528,2.99112127065189,222.8,222.8
75848337,109,89,-1,0.514444444444444,0.275,0.244444444444444,0.258333333333333,0.222222222222222,3.52712051425009,0.782333804302598,0.469745740598772,0.28160194031567,588.788888888889,588.788888888889
75867482,123,102,1.16666666666667,0.524444444444444,0.302777777777778,0.213888888888889,0.286111111111111,0.197222222222222,14.5286589996359,0.402996056660937,0.778766061565033,0.677324342788682,494.519444444444,494.519444444444
76096516,105,111,2.83333333333333,0.528333333333333,0.302777777777778,0.213888888888889,0.305555555555556,0.177777777777778,1.31919239523477,0.868032305511798,0.402805324088845,3.2919101010228,277.3,277.3
76934860,122,73,0,0.626111111111111,0.505555555555556,0.247222222222222,0.119444444444444,0.127777777777778,3.0005406375299,0.968142967716878,0.680815151633284,1.61980984585588,461.969444444444,461.969444444444
77372013,135,114,5,0.491666666666667,0.211111111111111,0.241666666666667,0.341666666666667,0.205555555555556,2.40611938600676,0.0524304945765942,0.0100328291272487,0.762221446143737,195.605555555556,195.605555555556
78543396,115,141,1.5,0.486111111111111,0.247222222222222,0.183333333333333,0.322222222222222,0.247222222222222,9.62438482756688,0.565379247657455,0.906116488972634,0.758325372659255,1215.23055555556,1215.23055555556
79750141,127,53,0,0.628333333333333,0.441666666666667,0.3,0.216666666666667,0.0416666666666667,11.6795724119615,0.447523980129952,0.980607736921745,-1.81648731027256,528.691666666667,528.691666666667
80544681,113,106,1,0.488333333333333,0.241666666666667,0.222222222222222,0.272222222222222,0.263888888888889,7.65720726693201,0.156870967901852,0.657928459448528,2.21151473461767,2391.02222222222,2391.02222222222
82147769,144,83,6,0.601666666666667,0.422222222222222,0.327777777777778,0.0861111111111111,0.163888888888889,9.72149168348691,0.422135554977272,0.891372499239032,1.43835925908799,510.894444444444,510.894444444444
82185087,116,92,6,0.539444444444444,0.144444444444444,0.458333333333333,0.347222222222222,0.05,5.36265238202329,0.0221952183788638,0.000359021698168434,0.511520487594743,567.505555555556,567.505555555556
82899919,132,98,4.66666666666667,0.566666666666667,0.327777777777778,0.252777777777778,0.344444444444444,0.075,4.63327341674637,0.00524434014696093,0.00274902354414292,2.2701339237853,368.738888888889,368.738888888889
82958888,108,123,2.5,0.466111111111111,0.222222222222222,0.202777777777778,0.258333333333333,0.316666666666667,9.28282964323742,0.27577159417726,0.588541418053806,0.317298053648754,153.452777777778,153.452777777778
85992173,103,103,5.33333333333333,0.495555555555556,0.216666666666667,0.180555555555556,0.466666666666667,0.136111111111111,11.6491232952591,0.741058445583865,0.745440911771381,1.21069872015422,335.466666666667,335.466666666667
86050768,125,73,6,0.632777777777778,0.502777777777778,0.277777777777778,0.1,0.119444444444444,1.98679948445629,0.149625919525488,0.0946656652539522,1.20333169293214,429.880555555556,429.880555555556
86391462,124,98,5,0.555,0.327777777777778,0.238888888888889,0.313888888888889,0.119444444444444,5.6073330034603,0.570058703391425,0.64845546895298,0.711061975878346,774.341666666667,774.341666666667
87508934,106,126,6,0.476666666666667,0.238888888888889,0.177777777777778,0.311111111111111,0.272222222222222,8.28168294698829,0.257885421385382,0.415799966898703,2.27592535636478,344.575,344.575
